ID,Project_Code,PQ,PO_SO,ASN_DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule_Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Delivery_Delay_Days,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD,Year,Month,Quarter,Month_Name
3976,PC-17812,PQ,PO202552,ASN76113,Vietnam,PMO - NG,Direct Drop,CIF,Air,Emergency,Sub-16,Ranbaxy Fine Chemicals Limited,Medicine X 100mg,Type-1,Brand-F,500mg,Capsule,30,8538,77325.74,98.68,0.18,Hetero Unit III,Yes,2015-03-19,2015-06-15,2015-06-15,2015-06-16,0,2641.99,9022.82,773.26,2015,6,2,June
3977,PC-71844,PQ,PO703347,ASN90565,Uganda,PMO - NG,Direct Drop,FCA,Air Charter,HRDT,Sub-17,Ranbaxy Fine Chemicals Limited,Medicine Y 100mg,Type-2,Brand-G,200mg,Capsule,30,2728,42625.03,302.26,5.1,Cipla,Yes,2015-01-21,2015-04-14,2015-04-14,2015-04-17,0,797.69,4018.81,426.25,2015,4,2,April
3978,PC-80093,PQS,PO255739,ASN59574,Uganda,PMO - NG,From RDC,EXW,Ocean,ARV,Sub-18,Hetero Unit III India,Medicine Z 100mg,Type-3,,200mg,Capsule,100,6383,81583.34,229.51,5.29,Cipla,Yes,2015-08-30,2015-11-25,2015-11-20,2015-11-23,-5,6340.85,7053.43,815.83,2015,11,4,November
3979,PC-12179,PQ,PO759352,ASN74934,Côte d'Ivoire,PMO - SA,Direct Drop,EXW,Air,HRDT,Sub-19,"Aurobindo Unit III, India",Medicine A 100mg,Type-4,Brand-I,50mg,Tablet,100,8696,83737.0,360.46,2.47,Matrix,No,2015-09-20,2015-11-21,2015-11-24,2015-11-24,3,9651.28,47433.55,837.37,2015,11,4,November
3980,PC-53798,PQ,PO862186,ASN40066,Haiti,PMO - US,Direct Drop,DDP,Ocean,Safety,Sub-20,Ranbaxy Fine Chemicals Limited,Medicine B 100mg,Type-5,Brand-J,50mg,Tablet,120,1347,22146.14,147.5,5.61,Hetero Unit III,Yes,2015-02-05,2015-03-15,2015-03-16,2015-03-16,1,1543.91,922.39,221.46,2015,3,1,March
3981,PC-84601,PQS,PO230514,ASN93149,Haiti,PMO - NG,Direct Drop,DDP,Air,HIV test,Sub-1,"Aurobindo Unit III, India",Medicine C 100mg,Type-6,Brand-A,100mg,Capsule,100,2494,42711.68,274.69,4.72,Matrix,Yes,2015-08-30,2015-11-08,2015-11-11,2015-11-11,3,2565.49,5182.13,427.12,2015,11,4,November
3982,PC-18275,PQ,PO566779,ASN95096,Uganda,PMO - US,Direct Drop,CIF,Truck,HRDT,Sub-2,Cipla Ltd.,Medicine D 100mg,Type-7,Brand-B,200mg,Tablet,30,5058,72376.43,196.48,4.77,Ranbaxy,No,2015-06-24,2015-07-27,2015-08-17,2015-08-19,21,1413.67,808.32,723.76,2015,8,3,August
3983,PC-60574,Non-PQ,PO974112,ASN18945,South Africa,PMO - SA,Direct Drop,FCA,Ocean,HIV test,Sub-3,"Aurobindo Unit III, India",Medicine E 100mg,Type-8,Brand-C,50mg,Capsule,120,6617,50450.12,144.23,1.27,Hetero Unit III,Yes,2015-02-24,2015-04-23,2015-04-20,2015-04-24,-3,7859.41,8205.66,504.5,2015,4,2,April
3984,PC-57857,PQS,PO125530,ASN39418,Nigeria,PMO - SA,Direct Drop,FCA,Truck,ANTIMALARIA,Sub-4,Hetero Unit III India,Medicine F 100mg,Type-9,Brand-D,200mg,Capsule,100,1327,85651.75,366.0,4.41,Cipla,Yes,2015-07-01,2015-09-16,2015-09-13,2015-09-17,-3,1478.3,972.25,856.52,2015,9,3,September
3985,PC-30700,PQS,PO341348,ASN92607,Uganda,PMO - NG,Direct Drop,DDP,Ocean,HRDT,Sub-5,Hetero Unit III India,Medicine G 100mg,Type-10,Brand-E,500mg,Solution,100,8924,57585.33,398.97,7.69,Matrix,Yes,2015-08-08,2015-10-28,2015-10-31,2015-11-02,3,8927.56,7276.69,575.85,2015,10,4,October
3986,PC-49464,PQS,PO115305,ASN59874,Haiti,PMO - NG,Direct Drop,CIF,Truck,ANTIMALARIA,Sub-6,Hetero Unit III India,Medicine H 100mg,Type-11,Brand-F,500mg,Tablet,90,6535,63328.52,167.83,4.16,Aurobindo Unit III,No,2015-05-14,2015-06-30,2015-08-29,2015-08-30,60,5531.92,5273.86,633.29,2015,8,3,August
3987,PC-52351,PQS,PO209097,ASN27130,Haiti,PMO - SA,Direct Drop,EXW,Air,ANTIMALARIALS,Sub-7,Ranbaxy Fine Chemicals Limited,Medicine I 100mg,Type-12,Brand-G,100mg,Solution,30,6520,78915.32,313.37,4.93,Aurobindo Unit III,No,2015-09-03,2015-10-16,2015-10-16,2015-10-19,0,2162.51,5907.36,789.15,2015,10,4,October
3988,PC-92534,PQS,PO878093,ASN96257,Zambia,PMO - SA,From RDC,CIF,Air,Safety,Sub-8,Matrix Laboratories,Medicine J 100mg,Type-13,Brand-H,200mg,Capsule,120,6242,13099.99,93.4,9.68,Ranbaxy,No,2015-05-23,2015-08-02,2015-08-03,2015-08-04,1,8463.63,20035.07,131.0,2015,8,3,August
3989,PC-23869,PQ,PO842627,ASN78248,Zambia,PMO - US,From RDC,FCA,Air,Emergency,Sub-9,Ranbaxy Fine Chemicals Limited,Medicine K 100mg,Type-14,Brand-I,50mg,Capsule,60,8950,58840.58,396.53,8.73,Aurobindo Unit III,Yes,2015-02-20,2015-03-30,2015-03-30,2015-03-30,0,6708.77,17920.4,588.41,2015,3,1,March
3990,PC-70315,PQ,PO579425,ASN92627,Côte d'Ivoire,PMO - SA,Direct Drop,DDP,Ocean,HRDT,Sub-10,"Aurobindo Unit III, India",Medicine L 100mg,Type-15,Brand-J,500mg,Capsule,100,7604,9457.56,144.22,9.29,Ranbaxy,Yes,2015-07-11,2015-10-08,2015-10-09,2015-10-11,1,7823.82,4672.62,94.58,2015,10,4,October
3991,PC-30954,PQS,PO592049,ASN91393,Vietnam,PMO - US,Direct Drop,EXW,Air,ANTIMALARIA,Sub-11,Cipla Ltd.,Medicine M 100mg,Type-1,Brand-A,500mg,Solution,30,1223,26794.56,89.62,0.87,Ranbaxy,Yes,2015-07-02,2015-08-20,2015-08-19,2015-08-20,-1,334.25,1516.69,267.95,2015,8,3,August
3992,PC-41555,PQS,PO152044,ASN51394,Côte d'Ivoire,PMO - SA,Direct Drop,EXW,Ocean,ANTIMALARIALS,Sub-12,Cipla Ltd.,Medicine N 100mg,Type-2,Brand-B,100mg,Solution,120,6400,22044.6,470.28,6.22,Cipla,Yes,2015-06-22,2015-09-04,2015-09-03,2015-09-03,-1,7149.7,6445.82,220.45,2015,9,3,September
3993,PC-73353,PQ,PO230436,ASN59635,South Africa,PMO - US,Direct Drop,FCA,Ocean,HIV test,Sub-13,Cipla Ltd.,Medicine O 100mg,Type-3,Brand-C,500mg,Capsule,30,9175,57140.53,214.13,2.31,Cipla,Yes,2015-08-26,2015-11-07,2015-11-07,2015-11-10,0,2658.46,3537.47,571.41,2015,11,4,November
3994,PC-92190,PQ,PO189363,ASN92089,Uganda,PMO - SA,Direct Drop,EXW,Ocean,HIV test,Sub-14,Cipla Ltd.,Medicine P 100mg,Type-4,Brand-D,100mg,Solution,30,8988,84546.34,323.53,4.1,Hetero Unit III,No,2015-05-23,2015-07-10,2015-07-31,2015-08-02,21,2864.75,3259.98,845.46,2015,7,3,July
3995,PC-55026,PQ,PO420961,ASN27404,Uganda,PMO - SA,Direct Drop,CIF,Ocean,Emergency,Sub-15,Matrix Laboratories,Medicine Q 100mg,Type-5,Brand-E,200mg,Capsule,120,9006,14148.15,405.56,6.83,Matrix,Yes,2015-07-10,2015-09-01,2015-09-04,2015-09-05,3,9794.48,9545.16,141.48,2015,9,3,September
3996,PC-56976,PQ,PO727326,ASN82629,Côte d'Ivoire,PMO - US,From RDC,FCA,Air,Emergency,Sub-16,Cipla Ltd.,Medicine R 100mg,Type-6,,50mg,Capsule,90,6390,77071.26,344.64,5.83,Aurobindo Unit III,Yes,2015-09-15,2015-12-04,2015-12-04,2015-12-06,0,6079.03,14024.13,770.71,2015,12,4,December
3997,PC-90578,Non-PQ,PO670954,ASN23156,Uganda,PMO - US,Direct Drop,FCA,Air Charter,Safety,Sub-17,Ranbaxy Fine Chemicals Limited,Medicine S 100mg,Type-7,Brand-G,200mg,Solution,90,4089,15163.55,284.51,5.11,Matrix,Yes,2015-02-07,2015-03-22,2015-03-25,2015-03-25,3,3274.87,13586.0,151.64,2015,3,1,March
3998,PC-55095,Non-PQ,PO519389,ASN65618,South Africa,PMO - NG,From RDC,EXW,Ocean,Safety,Sub-18,Cipla Ltd.,Medicine T 100mg,Type-8,Brand-H,200mg,Tablet,100,341,19777.5,188.95,8.16,Matrix,No,2015-04-15,2015-05-18,2015-05-17,2015-05-17,-1,333.67,352.81,197.78,2015,5,2,May
3999,PC-24270,PQ,PO905341,ASN59999,Nigeria,PMO - NG,From RDC,FCA,Truck,HIV test,Sub-19,Hetero Unit III India,Medicine U 100mg,Type-9,Brand-I,200mg,Capsule,90,4374,91777.08,459.67,6.86,Ranbaxy,Yes,2015-03-01,2015-04-08,2015-04-11,2015-04-13,3,3590.69,1579.99,917.77,2015,4,2,April
4000,PC-40908,PQ,PO557183,ASN23785,Vietnam,PMO - SA,From RDC,DDP,Ocean,HIV test,Sub-20,"Aurobindo Unit III, India",Medicine V 100mg,Type-10,Brand-J,50mg,Capsule,100,2327,1963.19,71.1,8.23,Aurobindo Unit III,No,2015-03-29,2015-06-08,2015-06-22,2015-06-22,14,2196.01,2070.92,19.63,2015,6,2,June
4001,PC-25523,PQ,PO506201,ASN58359,Zambia,PMO - SA,From RDC,CIF,Truck,HIV test,Sub-1,Ranbaxy Fine Chemicals Limited,Medicine W 100mg,Type-11,Brand-A,200mg,Solution,100,7124,20517.26,442.54,9.33,Cipla,No,2015-05-18,2015-07-01,2015-07-22,2015-07-22,21,8007.32,7707.04,205.17,2015,7,3,July
4002,PC-72433,PQS,PO122525,ASN24694,South Africa,PMO - US,From RDC,FCA,Ocean,ARV,Sub-2,Matrix Laboratories,Medicine X 100mg,Type-12,Brand-B,200mg,Solution,120,9631,22340.05,356.38,7.15,Matrix,Yes,2015-08-17,2015-10-20,2015-10-23,2015-10-24,3,9870.42,6254.67,223.4,2015,10,4,October
4003,PC-57068,PQ,PO212293,ASN46114,Uganda,PMO - SA,From RDC,DDP,Truck,Safety,Sub-3,Ranbaxy Fine Chemicals Limited,Medicine Y 100mg,Type-13,Brand-C,100mg,Solution,30,6452,28906.18,287.85,4.01,Ranbaxy,Yes,2015-04-18,2015-06-10,2015-06-17,2015-06-19,7,2078.83,1651.82,289.06,2015,6,2,June
4004,PC-29991,PQ,PO201046,ASN79549,South Africa,PMO - NG,From RDC,EXW,Air,Emergency,Sub-4,Hetero Unit III India,Medicine Z 100mg,Type-14,Brand-D,100mg,Capsule,60,7755,36977.76,165.75,2.21,Cipla,No,2015-05-31,2015-08-21,2015-08-21,2015-08-23,0,4742.55,12502.71,369.78,2015,8,3,August
4005,PC-20775,PQ,PO137403,ASN67230,Zambia,PMO - US,From RDC,FCA,Air Charter,ANTIMALARIA,Sub-5,Cipla Ltd.,Medicine A 100mg,Type-15,Brand-E,100mg,Tablet,60,7514,11214.62,77.29,2.78,Ranbaxy,Yes,2015-08-08,2015-10-06,2015-10-20,2015-10-22,14,4532.43,22497.32,112.15,2015,10,4,October
4006,PC-87801,PQ,PO268265,ASN42799,Zimbabwe,PMO - SA,From RDC,DDP,Air Charter,ANTIMALARIALS,Sub-6,Cipla Ltd.,Medicine B 100mg,Type-1,Brand-F,50mg,Tablet,90,9752,47376.97,224.36,4.03,Matrix,No,2015-09-08,2015-10-16,2015-10-16,2015-10-16,0,9344.46,61249.31,473.77,2015,10,4,October
4007,PC-94995,PQ,PO600181,ASN21156,Haiti,PMO - US,Direct Drop,EXW,Air,ANTIMALARIALS,Sub-7,Matrix Laboratories,Medicine C 100mg,Type-2,Brand-G,500mg,Tablet,120,6786,40535.69,392.96,7.43,Matrix,Yes,2015-04-05,2015-06-23,2015-06-28,2015-06-28,5,8147.2,19493.26,405.36,2015,6,2,June
4008,PC-71250,PQ,PO497046,ASN20304,Zambia,PMO - NG,Direct Drop,DDP,Ocean,HRDT,Sub-8,"Aurobindo Unit III, India",Medicine D 100mg,Type-3,Brand-H,500mg,Capsule,60,8678,62868.45,373.93,0.5,Matrix,Yes,2015-02-18,2015-03-24,2015-04-07,2015-04-08,14,4672.16,4147.35,628.68,2015,4,2,April
4009,PC-26673,PQ,PO231605,ASN50645,Haiti,PMO - NG,From RDC,EXW,Air Charter,ANTIMALARIA,Sub-9,Cipla Ltd.,Medicine E 100mg,Type-4,,200mg,Solution,30,5500,86884.25,324.49,8.16,Aurobindo Unit III,Yes,2015-06-07,2015-08-25,2015-08-28,2015-09-01,3,2123.79,11725.09,868.84,2015,8,3,August
4010,PC-37056,PQ,PO867914,ASN48938,Zambia,PMO - NG,From RDC,CIF,Ocean,Emergency,Sub-10,Matrix Laboratories,Medicine F 100mg,Type-5,Brand-J,500mg,Tablet,100,1541,30474.31,496.29,7.61,Aurobindo Unit III,Yes,2015-08-30,2015-10-01,2015-10-01,2015-10-01,0,1393.61,1331.34,304.74,2015,10,4,October
4011,PC-16614,PQ,PO252018,ASN66982,Zimbabwe,PMO - SA,From RDC,FCA,Air,ARV,Sub-11,Cipla Ltd.,Medicine G 100mg,Type-6,Brand-A,200mg,Tablet,100,9092,55102.29,486.45,5.04,Matrix,Yes,2015-03-09,2015-04-08,2015-04-11,2015-04-14,3,10318.74,30497.09,551.02,2015,4,2,April
4012,PC-17415,PQS,PO385648,ASN87614,Uganda,PMO - SA,Direct Drop,CIF,Ocean,ARV,Sub-12,Ranbaxy Fine Chemicals Limited,Medicine H 100mg,Type-7,Brand-B,100mg,Tablet,120,706,37766.36,203.0,4.06,Aurobindo Unit III,No,2015-05-15,2015-07-29,2015-07-28,2015-08-01,-1,747.24,577.89,377.66,2015,7,3,July
4013,PC-98691,PQS,PO734839,ASN12315,Uganda,PMO - SA,Direct Drop,CIF,Air,ANTIMALARIA,Sub-13,Matrix Laboratories,Medicine I 100mg,Type-8,Brand-C,200mg,Capsule,90,3209,4984.78,100.3,1.22,Ranbaxy,No,2015-05-12,2015-07-14,2015-07-14,2015-07-14,0,3590.53,15603.88,49.85,2015,7,3,July
4014,PC-53884,PQS,PO417859,ASN22420,Vietnam,PMO - SA,From RDC,FCA,Air Charter,HIV test,Sub-14,Matrix Laboratories,Medicine J 100mg,Type-9,Brand-D,50mg,Solution,30,465,82286.46,234.6,2.97,Ranbaxy,Yes,2015-09-08,2015-10-20,2015-11-03,2015-11-05,14,122.74,530.12,822.86,2015,11,4,November
4015,PC-26964,Non-PQ,PO783615,ASN28312,Nigeria,PMO - SA,From RDC,CIF,Air,HIV test,Sub-15,Matrix Laboratories,Medicine K 100mg,Type-10,Brand-E,500mg,Solution,90,7443,63787.43,423.07,1.19,Hetero Unit III,No,2015-05-04,2015-07-30,2015-08-04,2015-08-07,5,6335.79,28824.43,637.87,2015,8,3,August
4016,PC-47726,PQ,PO661143,ASN31395,Zambia,PMO - SA,From RDC,CIF,Air,ANTIMALARIA,Sub-16,Cipla Ltd.,Medicine L 100mg,Type-11,Brand-F,200mg,Solution,90,4141,1215.05,231.99,8.21,Cipla,Yes,2015-05-25,2015-08-01,2015-07-29,2015-08-02,-3,3056.76,13801.73,12.15,2015,7,3,July
4017,PC-47044,PQ,PO141721,ASN50301,South Africa,PMO - NG,From RDC,DDP,Ocean,Emergency,Sub-17,Matrix Laboratories,Medicine M 100mg,Type-12,Brand-G,100mg,Solution,120,9276,25707.62,171.31,5.14,Ranbaxy,Yes,2015-02-07,2015-03-23,2015-03-26,2015-03-26,3,10475.74,15007.74,257.08,2015,3,1,March
4018,PC-67149,PQ,PO211597,ASN56972,Nigeria,PMO - NG,From RDC,EXW,Ocean,ANTIMALARIALS,Sub-18,Ranbaxy Fine Chemicals Limited,Medicine N 100mg,Type-13,Brand-H,50mg,Tablet,100,1224,31589.95,371.91,2.54,Cipla,Yes,2015-05-04,2015-06-27,2015-06-27,2015-06-29,0,1263.16,934.4,315.9,2015,6,2,June
4019,PC-47544,PQS,PO272922,ASN73294,Uganda,PMO - SA,From RDC,CIF,Truck,HIV test,Sub-19,"Aurobindo Unit III, India",Medicine O 100mg,Type-14,Brand-I,200mg,Solution,90,8096,81341.62,326.82,0.28,Hetero Unit III,Yes,2015-04-03,2015-06-26,2015-06-21,2015-06-21,-5,7037.86,6625.92,813.42,2015,6,2,June
4020,PC-59976,Non-PQ,PO462803,ASN90853,Uganda,PMO - NG,Direct Drop,FCA,Air,HRDT,Sub-20,"Aurobindo Unit III, India",Medicine P 100mg,Type-15,Brand-J,200mg,Tablet,90,8782,76310.61,484.51,5.29,Hetero Unit III,Yes,2015-03-01,2015-04-12,2015-04-12,2015-04-16,0,8959.87,30027.14,763.11,2015,4,2,April
4021,PC-42252,PQ,PO396867,ASN58225,Vietnam,PMO - US,Direct Drop,DDP,Air,Emergency,Sub-1,Hetero Unit III India,Medicine Q 100mg,Type-1,Brand-A,200mg,Capsule,30,3744,40218.24,276.88,7.55,Cipla,No,2015-05-18,2015-08-11,2015-08-16,2015-08-18,5,1126.46,4563.6,402.18,2015,8,3,August
4022,PC-13832,PQ,PO791099,ASN92504,Vietnam,PMO - SA,Direct Drop,EXW,Ocean,Emergency,Sub-2,Ranbaxy Fine Chemicals Limited,Medicine R 100mg,Type-2,Brand-B,50mg,Capsule,100,4324,16576.88,483.9,7.69,Matrix,Yes,2015-07-28,2015-09-09,2015-09-10,2015-09-12,1,4514.72,6102.91,165.77,2015,9,3,September
4023,PC-90437,PQ,PO884717,ASN32854,Vietnam,PMO - US,From RDC,CIF,Air Charter,ARV,Sub-3,Ranbaxy Fine Chemicals Limited,Medicine S 100mg,Type-3,Brand-C,200mg,Capsule,90,2126,39217.18,149.01,2.22,Cipla,Yes,2015-02-17,2015-03-20,2015-03-20,2015-03-21,0,1916.74,8147.14,392.17,2015,3,1,March
4024,PC-44148,PQS,PO629827,ASN80780,Côte d'Ivoire,PMO - SA,From RDC,CIF,Ocean,Safety,Sub-4,Matrix Laboratories,Medicine T 100mg,Type-4,Brand-D,100mg,Solution,60,120,81204.49,433.09,9.95,Ranbaxy,Yes,2015-02-08,2015-03-26,2015-05-25,2015-05-25,60,67.01,35.83,812.04,2015,5,2,May
4025,PC-71240,PQ,PO740648,ASN40929,Nigeria,PMO - SA,Direct Drop,FCA,Ocean,HIV test,Sub-5,Hetero Unit III India,Medicine U 100mg,Type-5,Brand-E,100mg,Solution,60,8319,45786.74,178.71,5.73,Cipla,Yes,2015-02-03,2015-03-08,2015-03-11,2015-03-15,3,6015.73,4221.89,457.87,2015,3,1,March
4026,PC-98454,PQ,PO463284,ASN67103,Uganda,PMO - NG,Direct Drop,CIF,Ocean,ANTIMALARIALS,Sub-6,Ranbaxy Fine Chemicals Limited,Medicine V 100mg,Type-6,Brand-F,100mg,Tablet,100,5118,12471.15,405.79,3.39,Ranbaxy,Yes,2015-07-26,2015-09-07,2015-09-07,2015-09-07,0,5302.12,5624.16,124.71,2015,9,3,September
4027,PC-95076,PQ,PO252383,ASN73620,Zimbabwe,PMO - US,From RDC,FCA,Ocean,Emergency,Sub-7,Ranbaxy Fine Chemicals Limited,Medicine W 100mg,Type-7,Brand-G,100mg,Solution,100,7171,4816.2,463.36,3.99,Ranbaxy,Yes,2015-08-01,2015-09-16,2015-09-16,2015-09-16,0,7108.32,9085.16,48.16,2015,9,3,September
4028,PC-87116,PQ,PO858603,ASN99590,Haiti,PMO - NG,Direct Drop,CIF,Ocean,HIV test,Sub-8,Ranbaxy Fine Chemicals Limited,Medicine X 100mg,Type-8,,50mg,Capsule,120,1553,34000.19,313.48,1.33,Ranbaxy,Yes,2015-08-28,2015-10-22,2015-10-21,2015-10-22,-1,1629.32,2078.15,340.0,2015,10,4,October
4029,PC-63459,PQS,PO955612,ASN94124,Côte d'Ivoire,PMO - SA,Direct Drop,CIF,Ocean,HIV test,Sub-9,Cipla Ltd.,Medicine Y 100mg,Type-9,Brand-I,100mg,Solution,90,5356,15687.92,365.63,4.98,Matrix,Yes,2015-09-18,2015-11-03,2015-11-06,2015-11-07,3,5174.77,7208.78,156.88,2015,11,4,November
4030,PC-48402,PQ,PO479129,ASN54590,South Africa,PMO - US,Direct Drop,FCA,Air Charter,ARV,Sub-10,Ranbaxy Fine Chemicals Limited,Medicine Z 100mg,Type-10,Brand-J,100mg,Tablet,60,6561,74759.08,479.53,7.56,Matrix,Yes,2015-04-12,2015-06-23,2015-06-30,2015-07-01,7,3858.33,24019.74,747.59,2015,6,2,June
4031,PC-67727,PQS,PO448125,ASN82554,Haiti,PMO - SA,Direct Drop,EXW,Truck,HRDT,Sub-11,Cipla Ltd.,Medicine A 100mg,Type-11,Brand-A,500mg,Capsule,60,4935,28596.92,190.7,4.15,Hetero Unit III,No,2015-04-02,2015-06-29,2015-07-06,2015-07-06,7,3125.65,2163.44,285.97,2015,7,3,July
4032,PC-48578,PQ,PO922366,ASN20621,Côte d'Ivoire,PMO - NG,From RDC,DDP,Air Charter,Emergency,Sub-12,Ranbaxy Fine Chemicals Limited,Medicine B 100mg,Type-12,Brand-B,100mg,Capsule,100,6086,87867.85,258.23,8.68,Aurobindo Unit III,No,2015-09-25,2015-10-27,2015-11-17,2015-11-21,21,6084.02,26244.13,878.68,2015,11,4,November
4033,PC-32318,PQS,PO493399,ASN10973,Vietnam,PMO - SA,From RDC,FCA,Ocean,Safety,Sub-13,"Aurobindo Unit III, India",Medicine C 100mg,Type-13,Brand-C,50mg,Tablet,100,1575,62117.58,449.65,4.82,Matrix,No,2015-02-08,2015-04-09,2015-04-04,2015-04-08,-5,1761.71,2229.05,621.18,2015,4,2,April
4034,PC-85715,PQS,PO895907,ASN68786,Zambia,PMO - SA,From RDC,EXW,Ocean,HRDT,Sub-14,Cipla Ltd.,Medicine D 100mg,Type-14,Brand-D,500mg,Capsule,30,1035,39972.71,338.04,9.02,Matrix,No,2015-01-12,2015-02-26,2015-03-01,2015-03-03,3,362.51,355.47,399.73,2015,3,1,March
4035,PC-87787,PQ,PO577982,ASN47097,Zambia,PMO - NG,From RDC,EXW,Air,ANTIMALARIALS,Sub-15,Cipla Ltd.,Medicine E 100mg,Type-15,Brand-E,500mg,Tablet,30,8526,61395.7,437.43,7.06,Hetero Unit III,Yes,2015-04-14,2015-06-10,2015-06-24,2015-06-27,14,2481.31,6516.19,613.96,2015,6,2,June
4036,PC-95029,PQ,PO294202,ASN44245,South Africa,PMO - SA,Direct Drop,FCA,Air Charter,Safety,Sub-16,Matrix Laboratories,Medicine F 100mg,Type-1,Brand-F,50mg,Tablet,100,134,30222.22,311.04,0.64,Hetero Unit III,Yes,2015-01-24,2015-04-06,2015-04-20,2015-04-21,14,137.86,620.42,302.22,2015,4,2,April
4037,PC-30466,PQS,PO421721,ASN75211,Zimbabwe,PMO - US,Direct Drop,DDP,Ocean,ANTIMALARIA,Sub-17,Ranbaxy Fine Chemicals Limited,Medicine G 100mg,Type-2,Brand-G,500mg,Solution,30,8630,14991.06,371.17,0.76,Hetero Unit III,Yes,2015-04-14,2015-07-05,2015-07-05,2015-07-09,0,2286.62,3176.53,149.91,2015,7,3,July
4038,PC-55475,PQ,PO882328,ASN64841,South Africa,PMO - NG,Direct Drop,FCA,Truck,ANTIMALARIA,Sub-18,Hetero Unit III India,Medicine H 100mg,Type-3,Brand-H,200mg,Capsule,100,3625,96453.58,11.47,8.02,Cipla,No,2015-04-22,2015-07-14,2015-07-15,2015-07-17,1,3412.67,2400.76,964.54,2015,7,3,July
4039,PC-70142,PQS,PO388152,ASN35346,Nigeria,PMO - SA,From RDC,CIF,Air,Safety,Sub-19,Hetero Unit III India,Medicine I 100mg,Type-4,Brand-I,100mg,Solution,100,9794,56752.98,173.14,3.63,Ranbaxy,Yes,2015-06-22,2015-07-31,2015-07-28,2015-07-28,-3,9237.08,35605.23,567.53,2015,7,3,July
4040,PC-95160,PQS,PO832228,ASN81980,Haiti,PMO - NG,From RDC,CIF,Air Charter,ANTIMALARIA,Sub-20,Hetero Unit III India,Medicine J 100mg,Type-5,Brand-J,200mg,Solution,120,6078,1725.48,386.36,1.97,Matrix,Yes,2015-07-20,2015-09-21,2015-09-21,2015-09-24,0,7185.41,35661.5,17.25,2015,9,3,September
4041,PC-36564,PQS,PO541157,ASN59153,South Africa,PMO - SA,From RDC,EXW,Ocean,ANTIMALARIALS,Sub-1,Hetero Unit III India,Medicine K 100mg,Type-6,Brand-A,50mg,Tablet,30,7907,31721.11,204.98,8.67,Ranbaxy,No,2015-06-24,2015-08-09,2015-09-23,2015-09-25,45,2112.26,2218.53,317.21,2015,9,3,September
4042,PC-32412,PQ,PO667044,ASN86942,South Africa,PMO - NG,From RDC,CIF,Ocean,Emergency,Sub-2,"Aurobindo Unit III, India",Medicine L 100mg,Type-7,Brand-B,200mg,Tablet,90,805,16793.91,184.61,9.83,Aurobindo Unit III,Yes,2015-07-10,2015-09-07,2015-09-10,2015-09-13,3,704.31,464.16,167.94,2015,9,3,September
4043,PC-61001,PQ,PO825618,ASN15972,Côte d'Ivoire,PMO - NG,Direct Drop,DDP,Ocean,HIV test,Sub-3,Hetero Unit III India,Medicine M 100mg,Type-8,Brand-C,50mg,Solution,90,4947,26560.15,476.02,8.11,Hetero Unit III,Yes,2015-04-10,2015-07-04,2015-09-02,2015-09-06,60,4282.45,3935.02,265.6,2015,9,3,September
4044,PC-67649,PQ,PO705018,ASN58063,Zimbabwe,PMO - US,From RDC,FCA,Truck,HRDT,Sub-4,Matrix Laboratories,Medicine N 100mg,Type-9,Brand-D,200mg,Tablet,120,4444,6515.84,278.51,7.28,Aurobindo Unit III,Yes,2015-05-04,2015-06-06,2015-06-01,2015-06-03,-5,6581.87,3108.37,65.16,2015,6,2,June
4045,PC-70957,PQ,PO521128,ASN75488,South Africa,PMO - NG,Direct Drop,DDP,Truck,HRDT,Sub-5,Hetero Unit III India,Medicine O 100mg,Type-10,Brand-E,100mg,Capsule,90,9416,25263.48,100.28,0.11,Hetero Unit III,Yes,2015-07-12,2015-09-15,2015-10-15,2015-10-16,30,7906.58,3293.79,252.63,2015,10,4,October
4046,PC-45517,PQS,PO706990,ASN67055,Nigeria,PMO - US,Direct Drop,EXW,Air Charter,HIV test,Sub-6,,Medicine P 100mg,Type-11,Brand-F,50mg,Capsule,90,5434,68618.59,238.75,1.15,Hetero Unit III,No,2015-02-09,2015-04-01,2015-04-01,2015-04-02,0,5830.65,41968.24,686.19,2015,4,2,April
4047,PC-23156,PQS,PO281731,ASN74366,Côte d'Ivoire,PMO - NG,Direct Drop,CIF,Air,Emergency,Sub-7,Cipla Ltd.,Medicine Q 100mg,Type-12,Brand-G,50mg,Solution,120,7567,82240.35,261.74,6.74,Aurobindo Unit III,Yes,2015-07-12,2015-10-02,2015-09-29,2015-10-03,-3,8355.38,33296.77,822.4,2015,9,3,September
